Employer_id,employer_name,employer_address_1,employer_address_2,Geography_id,employer_num_employees,employer_phone,employer_phone_ext,employer_yr_estab
4811,Quicken Loans Inc.,1050 Woodward Avenue,,22328,8000,313-373-3000,,1985
4812,Ingersoll-Rand Company,One Centennial Avenue,,2664,24011,732-980-6000,,1905
4813,University Of San Francisco,"2130 Fulton Street, Lm 339",,42213,3873,(415) 422-2588,,1855
4814,Kidney And Hypertension Pc,670 Davison Rd,,1859,4,7166500373,,2010
4815,"Fidato Partners, Llc","500 E. Swedesford Road, Suite 300",,8341,24,484-809-7626,,2010
4816,Equal Software Solutions Inc,200 Centennial Ave,Suite 200,2664,4,7323772012,,2005
4817,Ahs Hillcrest Medical Center Llc/Ahs Ok Health Sys,110 W 7Th St,,34367,2235,9185795208,,2004
4818,The Museum Of Modern Art,11 West 53Rd Street,,3925,750,212 708-9400,,1929
4819,"Intralox, L.L.C.",200 Laitram Lane,,32465,1122,504-733-0463,,1990
4820,Orchestra Technology,2425 N. Central Expressway Suite #231,,2832,65,214-613-5405,,2010
4821,Henry Ford Health System,1 Ford Place,"Suite 4E, Corp. Hr",22303,25000,(313)874-3033,,1915
4822,"Citizens Rx, Llc",1144 Lake Street,,2471,38,888-545-1120,,2010
4823,"Marketo, Inc.",901 Mariners Island Blvd.,Suite 500,42280,736,650-376-2300,,2006
4824,Proser Corporation,200 Metroplex Drive,Suite 414,936,48,732-640-1204,,2003
4825,Farallon Home Health Care,533 Airport Blvd.,Suite 521,426,3,650-779-4700,11,2011
4826,"Recreational Equipment, Inc (Rei Co-Op)",6750 S 228Th St,,43976,11229,(800) 999-4734,,1938
4827,Generac Power Systems,S45 W29290 Hwy 59,,24661,3000,2625444811,,1959
4828,Amphenol Tcs,200 Innovative Way,Suite 201,14055,320,6038793525,,1980
4829,"Sap Labs, Llc",3410 Hillview Avenue,,42264,2130,650-849-4000,,1996
4830,Quality Matrix Inc,8 Lyman St # 210,,3654,155,5086160099,,2002
4831,"Hennepin Healthcare System, Inc. D/B/A Hcmc",701 Park Ave,,25757,5730,612-873-3000,,2007
4832,"Syska Hennessy Group, Inc.",1515 Broadway,,3960,450,212-921-2300,,1928
4833,Peet'S Coffee & Tea,1400 Park Avenue,,985,3700,510.594.2100,,1966
4834,Zynga Inc.,699 8Th Street,Concourse Level,42181,1368,415-636-2128,,2007
4835,Blue Shield Of California,4203 Town Center Blvd,Suite C1,43039,4900,916-350-7914,,1939
4836,University Of Idaho,"875 Perimeter Drive, Ms 3158",,38724,2500,208-885-6125,,1889
4837,"Bio-Rad Laboratories, Inc.",1000 Alfred Nobel Drive,,1406,7700,510-741-6009,,1952
4838,Brothers Global Inc.,"1039 Northpoint Parkway, Ste. A",,13677,32,7707673800,1001,2012
4839,"Clutchpoint, Llc",437 Carlisle Dr,Suite # A,1414,44,703-994-4552,102,2004
4840,"Digital Guardian, Inc.","860 Winter Street, Suite 3",,3544,133,781-788-8180,,2003
4841,The Association For Talent Development (Atd),1640 King Street,,9887,96,7036838119,,1944
4842,"Pdom Glen Burnie, Llc","7671 Quarterfield Road, Suite 400",,9343,7,443-827-2996,,2012
4843,"Diverge, Inc",6298 Veterans Parkway Suite 9F,,14537,6,706-321-9397,,2004
4844,University Of Michigan,"1500 Student Activities Building, 515 E. Jefferson Street",,22218,38000,(734) 763-4081,,1817
4845,"Wikia, Inc.",360 3Rd Street,Suite 750,42197,133,415-762-0780,,2006
4846,"Integrated Building Solutions, Inc.",2000 Crow Canyon Place,Suite #440,42381,15,925-244-1900,,1997
4847,"Citibank, N.A",399 Park Avenue,,3936,2833,212-559-1000,,1988
4848,Percept Pharma Services Inc.,"1031 Us Highway 22 W, Suite 304",,376,37,9083645207,,2010
4849,"Ghafari Associates, L.L.C.",17101 Michigan Ave,,22238,381,313-441-3000,,2001
4850,"Grand Lahser Pharmacy, Llc",21673 Grand River,,22320,3,313-533-0500,,2012
4851,Syncreon America Inc. F/K/A Tds Automotive Us Inc.,2851 High Meadow Circle,Ste 250,22393,13000,248-377-4700,,2001
4852,Sony Network Entertainment International Llc,2207 Bridgepointe Parkway,,42280,146300,650-295-6500,,2003
4853,Ctci Llc,2502 Urbana Pike,,9658,8,301-363-3753,,2012
4854,Cray Inc,901 5Th Avenue,Suite 1000,44084,860,206-701-2000,,2000
4855,The Blackstone Group,345 Park Avenue,,4037,1585,212-583-5000,,1985
4856,"Harbor Freight Tools Usa, Inc.",Dba Harbor Freight Tools,26541 Agoura Road,439,14000,818-836-5000,,1997
4857,Rgb Networks,390 W. Java Drive,390 W. Java Dr,42177,149,408-701-2707,,2001
4858,Ashoka,1700 North Moore St,Suite 2000,9857,125,7035278300,,1981
4859,"Gateway Solutions, Inc","12980, Metcalf Ave.",Suite 330,31007,33,913-851-1055,,2000
4860,Air Cost Control Us Llc,7050 West State Road 84,Suite 16,15458,24,9544244012,,2006
4861,The University Of Montana,32 Campus Drive #1800,El Center Room 252,27723,2500,1-406-243-6634,,1893
4862,Telesis Preparatory Academy,2598 Starlite Lane,,39694,62,928-855-8661,13,2000
4863,Almod Diamonds Ltd.,592 Fifth Avenue,2Nd Floor,3960,180,212-308-3600,,1991
4864,Galaxe.Solutions,2 Executive Drive,Suite 430,3175,245,732-868-0400,,2002
4865,Quantum Corporation,"224 Airport Parkway, Suite 300",,42598,1308,720-249-5856,,1980
4866,Perceptive Informatics Inc Dba Parexel Informatics,195 West Street,,3544,2185,781-487-9900,,2000
4867,Theorem Clinical Research,1016 West 9Th Avenue,,1645,676,484-679-2400,,2000
4868,Senet International Corportaion,3040 Williams Drive,Suite 510,9775,23,7032069383,,1998
4869,Michigan Technological University,1400 Townsend Drive,,1498,1500,(906) 487-2280,,1885
4870,"Mastech, Inc., A Mastech Holdings, Inc. Company",1305 Cherrington Parkway,"Building 210, Suite 400",6398,650,412-787-9553,,1986
4871,"Centraprise, Corp",55 Carter Drive,Suite# 216,936,102,7329603333,,2011
4872,"Polarsemiconductor, Llc",2800 East Old Shakopee Road,,25774,636,952-876-3000,,1984
4873,"Council Rock Consulting, Inc.",5105 Rae Ct Ne,,39837,5,877-425-8500,,2000
4874,"Auxis, Llc",8151 Peters Road,Suite 3500,15473,50,954-236-4000,,1997
4875,"Aptina, Llc",2660 Zanker Road,,42629,810,408-660-2699,,2008
4876,Geoamps Llc,3821 Attucks Drive,,2752,39,6143894871,,2012
4877,"Paramount Software Solutions, Inc",4030 Old Milton Parkway,Suite 200,13566,125,770 857 8348,103,1997
4878,Bdsn International Inc,1 International Blvd,Suite # 400,34667,24,2016009401,,2008
4879,"In Univ Healthcare Assoc, Inc Dba Iuhp",340 W Tenth Street,Suite 5100,21206,2727,317-962-0700,,1987
4880,"Sunfix Technologies, Inc",15 Corporate Pl South,Suite # 140,2664,17,732-735-6302,,2004
4881,"Rally Health, Inc.",665 3Rd Street,Suite 320,42197,190,202-510-9314,,2010
4882,"Colorcon, Inc.",415 Moyer Boulevard,,8549,480,215-699-7733,,1961
4883,Genentech Inc.,"1 Dna Way, Ms #829A","651 Gateway, Bldg 82",3208,10300,650-225-1000,,1976
4884,Appirio Inc.,"760 Market Street, 11Th Floor","(East Coast Hq: 201 S. Capitol Ave. Ste. 1100, Indianapolis, In 46225)",2996,896,(415) 663-4433,,2006
4885,"Oclc Online Computer Library Center, Inc.",6565 Kilgour Place,,19541,900,614-764-6056,,1967
4886,J. Press Inc.,"8 Crosby Street, 3Rd Floor",,3913,40,212-997-3600,212,1932
4887,Sage Publications,2455 Teller Road,,40917,700,8054990721,,1965
4888,Pana Community Hospital,101 East Ninth Street,,29300,212,217-562-6313,,1967
4889,Mobis North America,6401 W. Fort Street,,22310,1100,248-721-2608,,2010
4890,Concepts Information Technology Inc,8230 Boone Boulevard,Suite 403,9840,49,7039964400,,2012
4891,"Sogefi Engine Systems Usa, Inc.",3949 West Hamlin Road,,22372,49,304-781-7702,102,2009
4892,Sada Systems,5250 Landershim Blvd #620,,2408,107,8189422007,,2000
4893,Lifecore Biomedical Llc,3515 Lyman Blvd,,549,174,952-368-4300,,1965
4894,Sei Investments Company,One Freedom Valley Drive,,8529,2500,1-800-342-5734,,1968
4895,First Soft Soltuions Llc,100 Overlook Center,Suite # 2090,2758,5,8556884377,,2006
4896,Mcure Health Solutions Inc.,17800 Castleton Street,Suite 358,41073,9,(626) 8399001,,2010
4897,Rocket Fuel Inc.,1900 Seaport Boulevard,,42145,532,650-595-1300,,2008
4898,"Fusion Plus Solutions, Inc",55 Carter Drive,Suite# 216,936,145,732-200-1177,,2012
4899,Target Corporation,1000 Nicollet Mall,,25744,366000,6123042725,,1902
4900,"Mastech, Inc., A Mastech Holdings, Inc. Company",1305 Cherrington Parkway,"Building 210, Suite 400",6398,631,412-787-9553,,1986
4901,"Bloomreach, Inc.",82 Pioneer Way,,42129,140,650-279-1982,,2009
4902,Inside Secure Corp,3031 Tisch Way,Suite 701,42620,31,4086586577,,2005
4903,Core Laboratories Lp And All Subsidiaries And Affi,6316 Windfern Road,,35823,5000,7133286522,,1994
4904,Perr&Knight,401 Wilshire Boulevard,Suite 300,3039,87,3102309339,,1994
4905,Ccsn: The Center For Children With Special Needs,2300 Main Street,,1219,22,8604301762,,1994
4906,"Micron Technology, Inc.",8000 S. Federal Way,,38680,5600,208-368-3156,,1978
4907,Clemson University,E-301 Martin Hall,Office Of International Services,13393,1950,864-656-0490,,1889
4908,Sunray Enterprise Inc.,3621 Vinings Slope Suite#4310,,13870,48,678-584-1312,224,2002
4909,Vigilant Technologies Llc,1050 Wilshire Drive,Suite 307,22193,40,248-614-2500,,2005
4910,"Kaltec Electronics, Inc.",5436 W. Crenshaw St.,,15696,53,813-888-9555,,1987
4911,Dnv Inc.,1301 Jefferson Davis Hwy,,1144,15,5403741221,,2003
4912,"Charles A. Garcia, M.D., P.A.",1315 St. Joseph Parkway,Suite 1205,35776,70,7133330151,300,1974
4913,"Audience, Inc.",331 Fairchild Drive,,42132,203,(650) 254-2627,,2000
4914,Apogee Medical Group Inc,2525 E. Camelback Rd,Suite 1100,39136,41,602-778-3601,,2002
4915,Caterpillar Inc.,100 Ne Adams St,,28795,51877,309 675 6394,,1925
4916,Aon Benfield Inc.,200 East Randolph Streeet,,28234,66000,312-381-1000,,1976
4917,Roberts & Roberts,401 Broadway,Suite 1902,3913,2,2122264925,,1980
4918,Duke University And Medical Center,"Duke Visa Services, Smith Warehouse, Bay 7 - 1St Floor","114 S. Buchanan Boulevard, Box 90790",12155,39396,919-681-8472,232,1839
4919,Doli Systems Inc.,"2983 Jf Kennedy Blvd., Suite # 200,",,33945,23,973- 818-9705,,2005
4920,Transocean Offshore Deepwater Drilling Inc.,4 Greenway Plaza,,35829,3708,7132327645,,1999
4921,South Lyon Medical Center,213 S. Whitacre St.,,40477,170,775-463-2301,,1953
4922,Hrk Solutions Llc,2814 Spring Road Se,Suite 110,13870,15,478 394 4852,,2010
4923,Protege Llc,"12359 Sunrise Valley Dr,",Suite#260,8899,40,7039532535,502,2004
4924,Avo Multi-Amp Corp. Dba Megger,4271 Bronze Way,,34905,326,214-333-3201,3209,1951
4925,Albany State University,504 College Drive,,14444,500,229-430-4623,,1903
4926,Logical Paradigm Llc,"150 Elden Street, Suite 245",,1414,60,703-665-0300,,2009
4927,Follett Corporation,3 Westbrook Corporate Center,Suite 200,27974,357,7088840000,,1957
4928,Patheon Manufacturing Services Llc,5900 Martin Luther King Jr. Highway,,12203,4000,2523647587,,2014
4929,Tulane Medical Center,1415 Tulane Avenue,,2334,1800,504-988-5525,,1976
4930,"Nxp Semiconductors Usa, Inc.",411 East Plumeria Drive,,42629,23660,408-474-5610,,2006
4931,"Triforest Enterprises, Inc.",6 Chrysler,,41537,12,9493808866,,2001
4932,"Motus It, Inc",13111 N Central Expressway,Suite 8300,34911,22,9729045904,,2010
4933,"Axcess Financial Services, Inc.",7755 Montgomery Rd,Suite 400,20690,2985,513-229-6431,,1996
4934,Wichita Falls Independent School District,1104 Broad Street,,35466,1925,9402351012,21002,1890
4935,Comity Designs Inc,"10062 Miller Ave, Suite 200",,753,25,(408) 905-7501,,2005
4936,"Hudson Capital Management (Ny), Lp.","400 Frank W. Burr Blvd.,",,3358,14,2012874100,,2006
4937,"Idmworks, Inc.",Po Box 140040,,700,60,8886870436,,2004
4938,Guard-All Building Solutions Mfg Llc,1011 Regal Row,,34917,43,877-397-1594,,2010
4939,"Cogent Healthcare Of Il,Llc",Dba Sound Physicians Of Illinois Ii,1498 Pacific Avenue,44260,22,2536826007,,2008
4940,Sonnedix Usa Services Limited,1200 Brickell Ave.,Suite 450,15324,7,305-393-8732,,2012
4941,Pwc Strategy& (Us) Inc,225 W. Wacker Dr.,Suite 2270,28240,932,312-346-1900,,2008
4942,Island Home Insurance Company,430 West Soledad Avenue,,43431,14,671-477-9423,,1985
4943,"Trulia, Inc.",535 Mission Street,Suite 700,42188,1056,4154007261,,2005
4944,"Bank Sinopac Dba Bank Sinopac, Los Angeles Branch","355 South Grand Avenue, Suite 4168",,40617,23,2134374868,,1999
4945,Archilier Inc.,589 8Th Avenue,11Th Floor,3921,23,212-564-4080,,2007
4946,Appnexus Inc,28 W 23Rd Street 4Th Floor,,3909,500,6467226961,,2007
4947,"Vsp, Llc",5295 Vaughn Rd,Suite 4,16737,68,334-356-1174,,2007
4948,"Bodhtree Solutions, Inc","5994 W. Las Posita Blvd., Ste. 221",,42390,110,408-409-2568,,2010
4949,Sinte Gleska University,101 Antelope Lake Circle,,26852,200,6058568100,,1971
4950,Genentech Usa Inc.,"1 Dna Way, Ms #829A","651 Gateway, Bldg 82",3208,3100,650-225-1000,,2007
4951,Fusionstorm,2 Bryant Street,Suite 150,42188,331,415-537-2417,,1994
4952,"Audiology Distribution, Llc Dba Hearusa",10455 Riverside Drive,,2574,600,5614788770,139,1986
4953,Infomatics Corp,"23465 Rock Haven Way, Suite 100",,8865,51,8553244636,115,2005
4954,Coastal Carolina University,95 University Blvd.,,687,1363,8433492138,,1954
4955,"Houston Group Homes, Inc.",1313 Homewood Street,P O Box 661,732,39,765-362-0905,,1983
4956,The President And Fellows Of Middlebury Colleg,14 Old Chapel Rd,Isss-Service Bldg 200,2103,1200,802-443-5858,,1800
4957,"Avenue Capital Management Ii, L.P.",399 Park Avenue,6Th Floor,3936,142,212-878-3500,,1995
4958,"Gainspeed, Inc.",160 Gibraltar Court,,42177,42,408-680-2546,,2012
4959,"Prolifics, Inc.",5 Hanover Square,Suite 2001,3894,249,212 267 7722,,1978
4960,Perfectvips Inc.,"1762 Technology Drive,",# 224,42598,6,4089122316,412,2010
4961,"Fives Bronx, Inc.",8817 Pleasantwood Ave Nw,,2399,52,330-244-1960,257,1994
4962,University Of North Florida,1 Unf Drive,,14700,1750,904-620-2700,,1972
4963,"Fox Digital Enterprises, Inc.",10201 W. Pico Blvd.,,40576,650,310-369-0399,,1994
4964,Pwc Strategy& (Us) Inc,225 W. Wacker Dr.,Suite 2270,28240,949,312-346-1900,,2014
4965,Hp Infosystem Llc,510 Thornall Street,Suite 320,40214,20,7326627525,,2005
4966,Rios Medina & Associates/Dba Cpc Accounting Svcs,17913 Nw 7Th St Ste 103,,15248,6,9544428771,,1993
4967,University Of Louisville,2301 S. Third Street,,18667,6900,502-852-6981,,1798
4968,Trishulla Llc,6629 University Ave Ste 109,,2106,12,6085775636,,2003
4969,King'S Daughters Medical Specialties,2201 Lexington Avenue,,114,115,606-408-4000,,2009
4970,Compulink Management Center Inc,3545 Long Beach Blvd,,40813,182,562 988 1688,309,1976
4971,"Capacity Of Texas, Inc.","D/B/A Capacity Trucks, Inc.",401 Capacity Drive,35083,250,903-475-0623,,1975
4972,Lifeline Systems Company,111 Lawrence Street,,7352,829,508-988-1000,,1974
4973,Avago Technologies,1320 Ridder Park Drive,,42624,1669,408-435-7400,,2005
4974,Philips Electronics North America Corporation,3000 Minuteman Road,,78,24000,978-659-3968,,1939
4975,Mediatek Usa Inc.,2860 Junction Ave.,,42629,390,408-526-1899,88331,1997
4976,The Options Clearing Corporation,One North Wacker Drive,Suite 500,28240,330,312-322-6200,,1973
4977,Deutsche Bank Trust Company Americas,60 Wall Street,,3897,100000,(212)250-2500,,1802
4978,Gopro Inc.,3000 Clearview Way,Bldg E,42276,650,650-332-7600,,2007
4979,"Concur Technologies, Inc.",601 108Th Avenue Ne,Suite 1000,236,2525,425-590-5000,,1998
4980,"Prolifics, Inc.",5 Hanover Square,Suite 2001,3894,246,212 267 7722,,1978
4981,"A2 Consulting, Llc",100 Grandview Road,Suite 215,357,21,781-917-1776,,2007
4982,Dinesh Khanna Md Pa,1580 Santa Barbara Blvd,Suite C,14646,40,352-259-2159,,1999
4983,"Ilink Systems, Inc.",10545 Willows Road Ne,Suite 110,2813,104,4258698104,103,2002
4984,"Dole Packaged Foods, Llc.","3059 Townsgate Road, Suite 400",,40959,1036,805-601-5500,,2005
4985,"Eifer It, Llc",275 E Big Beaver Road,Suite 203,22192,17,2487402630,,2006
4986,Hewlett-Packard Company,3000 Hanover Street,M/S 1117,42264,302000,(650) 857-1501,,1939
4987,Nv Vision Products Inc.,"848 N Rainbow Blvd,Suite 848",,40358,6,7025083740,,2011
4988,Quail Valley Golf Club,2345 Hwy A1A,,15196,134,772-492-2032,,2001
4989,Pepperidge Farm,595 Westport Ave,,31966,5000,203/846-7632,,1946
4990,Syntel Inc.,525 E Big Beaver Road,Suite 300,22192,3200,248-619-3580,,1980
4991,"Experian Marketing Solutions, Inc.",475 Anton Blvd.,,717,13000,714-830-7571,,1998
4992,"Centaur Technology, Inc.","7600-C N. Capital Of Tx Hwy, Ste 300",,36905,101,512.418.5795,,1995
4993,"Myfitnesspal, Inc.",525 Brannan Street Suite 300,,42197,100,510-759-2179,,2005
4994,3 Play Networks Inc.,806 E Homestead Rd,,42172,8,415-449-3508,,2000
4995,Gulfstream Aerospace Corporation,500 Gulfstream Road,,14344,9600,912.965.5436,,1958
4996,Icap Services North America Llc,Harborside Financial Center,1100 Plaza Five,33996,1126,212-815-7450,,1997
4997,Cintel Systems Inc,5976 W. Las Positas Blvd,Suite 102,42390,45,9259240080,615,2008
4998,"Urs Energy & Construction, Inc.",720 Park Blvd,,38675,50000,2083865000,,1937
4999,Solution It,150 Presidential Way,Suite 210,3764,16,781-503-1700,103,2007
5000,"Globalpoint, Inc",850 Carolier Lane,4Th Floor,40306,43,732 613 1124,,2006
5001,Nemours/Alfred I. Dupont Hospital For Children,1600 Rockland Road,,8655,4900,3026515636,,1940
5002,"Seacoast United Sports Club, Inc.",Po Box 779,311 Winnacunnet Rd,17811,36,603-758-7113,,2010
5003,Philips Electronics North America Corporation,3000 Minuteman Road,,78,20000,978-659-3968,,1939
5004,Wavelab.Inc.,12007 Sunrise Valley Dr. #450,,8899,10,(703)-860-9321,,2002
5005,Trinion Logistics Inc.,8880 Rio San Diego Dr Ste 340,,41237,12,6192990008,,2010
5006,Asian Community Mental Health Services,"310 8Th Street, Suite 201",,42409,91,(510) 869-6071,,1974
5007,Priceline.Com Llc,800 Connecticut Avenue,,31986,494,203-299-8244,,1998
5008,"Brocade Communications Systems, Inc.",130 Holger Way,,42629,4305,408-333-4961,,1995
5009,Cogent Healthcare Of Missouri Inc,Dba Sound Physicians Of Missouri Ii,1123 Pacific Avenue,44260,5,2536826007,,2011
5010,Alexa Internet,37 Graham Street,Suite 130,42226,28,415 561-6967,,1996
5011,Adventist University Of Health Sciences,671 Winyah Dr,,15085,212,407-303-5727,,1992
5012,Alvogen,10 Bloomfield Ave Building B,,2657,90,973.796.3400,,2009
5013,"Tivo, Inc.",2160 Gold Street,,42510,645,408-519-9100,,1997
5014,Q-Lab Corporation,800 Canterbury Rd.,,3665,147,4408358700,224,1956
5015,Barclays Capital Services Inc.,745 Seventh Avenue,,3925,498,212-412-4000,,1984
5016,Old Dominion University,Academic Affairs,Old Dominion University,10430,3000,(757) 683-3808,,1930
5017,"Jacada, Inc.",5901 Peachtree Dunwoody Rd.,"Building B, Suite 550",13857,43,770-776-2215,,1991
5018,Technotec Inc,722 Grant St,Suite #I,1414,35,7037080870,,1998
5019,High Point Regional Hospital System,601 North Elm Street,,11908,2000,3368786000,2012,1904
5020,Entrust Capital Management Lp,375 Park Avenue- 24 Fl,,4034,75,212-224-5534,,1997
5021,Anadarko Petroleum Corporation,1201 Lake Robbins Drive,,36068,5700,832-636-1000,,1970
5022,Icontrol Networks,555 Twin Dolphin Dr Ste 280,Suite 280,42149,180,512-651-5601,,2003
5023,"Ony Glo, Inc.",3250 Wilshire Blvd. #1600,,40543,100,2137394332,,2009
5024,"Backoffice Associates, Llc",P.O. Box 808,940 Main Street,11714,200,508-430-7100,,1994
5025,Illinois Institute Of Technology,Human Resources,10 West 35Th Street 9Th Floor,28256,1200,312 567-3318,,1892
5026,"Anita'S New Mexico Style Mexican Food, Inc.",521 Maple Avenue East,,3508,190,7032818590,,1974
5027,World Vision International,800 W. Chestnut Avenue,,2191,402,(626)303-8811,,1977
5028,"Mastech Alliance, Inc. A Mastech Holdings Company",1305 Cherrington Parkway,"Bldg. 210, Suite 400",6397,41,412-877-2100,9553,2013
5029,Cnh Industrial America Llc,700 State Street,,24727,9858,2626366011,,1842
5030,Colgate University,13 Oak Drive,103 Mcgregory Hall,1346,925,315-228-7222,,1819
5031,Narvii Inc.,12 Ship Ave Unit 7,,9556,9,4014519526,,2011
5032,New England It Associates Inc,15 New England Executive Park,,430,47,7816644899,,2010
5033,"Agilent Technologies, Inc.",5301 Stevens Creek Blvd,,42565,18500,877-424-4536,,1999
5034,Adoresoft Corporation,10 Lake Dr,Suite 103,39240,13,408-654-0400,,2005
5035,Ipsoft Incorporated,17 State Street,,3894,260,8884776388,,1999
5036,"Praxair,Inc.",39 Old Ridgebury Road,,769,10000,203-837-2537,,1992
5037,Genzyme Therapeutic Products Limited Partnership,500 Kendall Street,,9521,1800,617-252-7500,,2006
5038,"Dynamic Software Services, Inc",201 Mission Street #1200,,42188,7,4159940033,,2011
5039,"Steel Systems Engineering, Inc.",4340 Fulton Avenue,,41001,25,(818) 817-4500,106,1982
5040,"Beverly Knits, Inc.",1675 Garfield Drive,,12367,179,704-861-1536,,1980
5041,"Iq Associates, Inc.",139 Billerica Rd.,Eb1,558,9,978-226-1470,,2010
5042,Inpatient Services Of Hawaii Inc,6200 S Syracuse Way Ste 200,,37494,12,303-495-1200,,2013
5043,"Homelegance, Inc.",48200 Fremont Blvd,,42325,97,510-933-6868,,1990
5044,Ikea Trading Services Inc,7810 Katy Freeway At Antoine,,35804,43,(713) 263-0689,5737,1985
5045,"American Dental Service, P.C.",1301 Penn Avenue,,8614,50,610-372-6313,,2002
5046,"Dyna Consulting Services, Inc",960 Clocktower Dr,Suite I,29387,5,217-546-5252,,2003
5047,"Elim Biopharmaceuticals,Inc.",25495 Whitesell Street,,42338,48,510-783-1112,,1998
5048,Blackrock Financial Management,40 East 52Nd Street,,3936,10000,212-810-5300,,1988
5049,"R3 Technology Inc.,",425 Amwell Road,Suite 204A,1446,37,7326585233,,2007
5050,"Advanced Software Design, Inc",1371 Oakland Blvd,Suite 100,42398,6,9259750694,,1991
5051,Teqtron Inc,256 Snider Ct,,1852,30,925 583 5411,,2011
5052,Conviva Inc.,"2 Waters Park Drive, Ste 150",,42278,106,650.401.8282,,2006
5053,Core Tech International Corporation,388 South Marine Corps Drive,Suite 400,43439,170,671-473-5000,,1991
5054,"Erickson Living Management, Llc",701 Maiden Choice Lane,,504,636,4102422880,,2010
5055,"Autoliv Asp, Inc.",1320 Pacific Drive,,22393,7500,248-475-9000,,1997
5056,Transcanada Usa Services Inc.,700 Louisiana Street,Suite 700,35778,1900,832-320-5000,,2005
5057,M Events Usa Inc,"1271 Bergen Street, #1",,4420,3,7187712629,,2011
5058,Narayan & Dhir Dentistry Pllc Dba Smile Zone,103 E 28Th Ave,,37067,8,806-669-1833,,2013
5059,Dfs Corporate Services Llc,2500 Lake Cook Road,,27823,14000,224-405-0900,56366,2010
5060,"Directv Latin America, Llc",2260 E. Imperial Highway,,952,205,310-964-5000,,1994
5061,Einstok Brewing Company,12910 Culver Blvd Ste D,,40610,3,310-909-6199,,2010
5062,Neustar,21575 Ridgetop Circle,,8866,1555,(571) 434-5400,5738,1999
5063,Axseum Solutions Llc,4350 North Fairfax Dr,Suite 820,9851,30,571-482-2777,,2002
5064,Trego County Lemke Memorial Hospital,320 N. 13Th Street,,31597,200,785-743-2182,,1951
5065,"Lattice Engines, Inc.",1825 South Grant Street,Suite #510,42276,126,877-460-0010,,2005
5066,First Object Inc,1320 Greenway Drive,Suite # 855,34718,83,9726991818,101,2000
5067,"Ip&T Group, Llp","8230 Leesburg Pike, Suite 650",,9840,13,5713275450,,2010
5068,Netlogic Solutions Inc,"7000 Parkwood Blvd, #E100,",,34715,35,4084441412,,2011
5069,"Relo Redac, Inc.","1010 Avenue Of The Americas, 2Nd Floor",,3921,95,212-355-0011,,1986
5070,Mncl Inc,1212 Corporate Drive Suite 260,,34718,40,(855) 666-6625,,2005
5071,"Burrell, Inc.",1300 Bradford Parkway,,30877,983,417-761-5000,,1977
5072,Immigration Law Group Llp,"3590 North First Street, Suite 310",,42629,25,(408) 432-9200,,2001
5073,"Marques Communications, Inc.",714 North 3Rd Street,,39122,9,602 252-0030,,1986
5074,Texas A&M University-San Antonio,One University Way,,36556,314,210-784-1310,,2009
5075,"Schneider Electric Usa, Inc.",800 Federal St,,78,163000,978-794-0800,,1903
5076,Spartanburg Regional Health Services District,101 E. Wood Street,,13172,5600,864-560-6000,,1921
5077,Empire State Inpatient Medical Pllc,16000 Dallas Pkwy,Suite 450,34918,2,678-441-8500,,2013
5078,"American Construction Corp, Guam","434 W. Oâ€™Brien Drive, Suite 102C, Ada Cliffline Office Center Bldg C",,43431,12,671-477-9846,,2011
5079,Givaudan Fragrances Corporation,717 Ridgedale Avenue,,37183,500,9735769317,,1992
5080,Towers Watson Delaware Inc.,901 N. Glebe Road,,9851,6000,703-258-8046,,1946
5081,Pcc Technology Group,2 Barnard Lane,,299,49,8602423299,225,1995
5082,Mileweb Inc.,4701 Patrick Henry Drive,Suite 2101,42572,20,4085602464,,2012
5083,Sandisk Corporation,951 Sandisk Drive,,2145,7648,408-801-1000,,1988
5084,Sony Pictures Television Inc.,10202 W. Washington Blvd,,40659,900,310-244-4000,8109,1987
5085,Concurrent Computer Corporation,4375 River Green Parkway,Suite 100,13666,189,678-258-4000,,1981
5086,Sun Trading Llc,100 S Wacker,Suite 300,28240,90,312-924-4700,,2002
5087,"Borgwarner Torqtransfer Systems, Inc.",15545 Wells Highway,,13431,16000,864-985-0568,,1995
5088,Eagleview Technologies,"3700 Monte Villa Parkway, Suite 200",,43964,209,866-659-8439,5570,2008
5089,"Global Bridge Infotech, Inc.","5525 N.Macarthur Blvd,",Sutie 670,34718,49,972-550-9400,222,2006
5090,Occidental Petroleum Corp,5 Greenway Plaza Suite 110,,35829,4170,7132157000,,1920
5091,Festina Lente Llp,713 Park Avenue,,3934,21,212-452-1046,,2004
5092,Dow Agrosciences Llc,9330 Zionsville Road,,21260,53000,989-636-1000,,1897
5093,"Harvest Software Solutions, Llc","9471 Baymeadows Rd, Suite # 402",,14726,9,904-685-2194,,2004
5094,"Pgn Architects, Pllc",210 7Th St Se,Suite 201,8728,11,202 822-5995,,2004
5095,Master Bond Inc.,154 Hobart St.,,1327,20,201-343-8983,,1975
5096,Konsei Usa Inc.,401 Commerce Parkway,,19496,80,270-358-0145,,2003
5097,Paco Group Inc,110 William Street,Suite 1201,3968,50,2126850578,,1992
5098,Globalstar Inc.,300 Holiday Square Blvd,,724,218,985-335-1574,,2003
5099,Xcelience Llc,5415 W Laurel St,,15671,121,813-637-6036,,2006
